Season,Name,Team,PA,HR,RBI,AVG,SLG,NameASCII,PlayerId,MLBAMID
2022,"Mike Moustakas","CIN",285,7,25,0.214285714,0.345238095,"Mike Moustakas",4892,519058
2023,"Esteury Ruiz","OAK",497,5,47,0.25389755,0.345211581,"Esteury Ruiz",21780,665923
2015,"Jacoby Ellsbury","NYY",501,7,33,0.256637168,0.345132743,"Jacoby Ellsbury",4727,453056
2017,"Chris Herrmann","ARI",256,10,27,0.181415929,0.345132743,"Chris Herrmann",9284,543302
2015,"Aaron Hill","ARI",353,6,39,0.230031948,0.345047923,"Aaron Hill",6104,431094
2021,"Austin Barnes","LAD",225,6,23,0.215,0.345,"Austin Barnes",12158,605131
2016,"Jake Smolinski","OAK",319,7,27,0.237931034,0.344827586,"Jake Smolinski",5408,519295
2017,"Joey Rickard","BAL",277,4,19,0.24137931,0.344827586,"Joey Rickard",13277,572073
2018,"José Pirela","SDP",473,5,32,0.248858447,0.344748858,"Jose Pirela",5485,517369
2018,"Adeiny Hechavarría","- - -",321,6,31,0.246621621,0.344594594,"Adeiny Hechavarria",10459,588751
2022,"Ke'Bryan Hayes","PIT",560,7,41,0.243564356,0.344554455,"Ke'Bryan Hayes",18577,663647
2020,"Nick Solak","TEX",233,2,23,0.267942583,0.344497607,"Nick Solak",19294,669256
2021,"Bradley Zimmer","CLE",348,8,35,0.227424749,0.344481605,"Bradley Zimmer",16221,605548
2022,"Jesse Winker","SEA",547,14,53,0.219298245,0.344298245,"Jesse Winker",13590,608385
2017,"Michael Saunders","- - -",234,6,21,0.201834862,0.344036697,"Michael Saunders",9981,459431
2022,"Brandon Crawford","SFG",458,9,52,0.23095823,0.343980343,"Brandon Crawford",5343,543063
2022,"Alek Thomas","ARI",411,8,39,0.230971128,0.34383202,"Alek Thomas",23792,677950
2020,"Jose Altuve","HOU",210,5,18,0.21875,0.34375,"Jose Altuve",5417,514888
2023,"Eduardo Escobar","- - -",309,6,31,0.225694444,0.34375,"Eduardo Escobar",6153,500871
2017,"Ben Revere","LAA",308,1,20,0.274914089,0.343642611,"Ben Revere",4712,519184
2017,"Matt Wieters","WSN",465,10,52,0.225118483,0.343601895,"Matt Wieters",4298,446308
2015,"Freddy Galvis","PHI",603,7,50,0.262969588,0.343470483,"Freddy Galvis",6609,520471
2021,"Reese McGuire","TOR",217,1,10,0.252525252,0.343434343,"Reese McGuire",15674,624512
2018,"Greg Allen","CLE",291,2,20,0.256603773,0.343396226,"Greg Allen",16623,656185
2023,"Brenton Doyle","COL",431,10,48,0.203007518,0.343358395,"Brenton Doyle",25479,686668
2019,"Leonys Martin","CLE",264,9,19,0.199152542,0.343220338,"Leonys Martin",11846,547982
2015,"Chase Utley","- - -",423,8,39,0.211796246,0.343163538,"Chase Utley",1679,400284
2016,"Billy Hamilton","CIN",460,3,17,0.260340632,0.343065693,"Billy Hamilton",10199,571740
2023,"Alan Trejo","COL",227,4,26,0.231884057,0.342995169,"Alan Trejo",20056,676701
2016,"Austin Jackson","CHW",203,0,18,0.254143646,0.342541436,"Austin Jackson",9848,457706
2018,"Guillermo Heredia","SEA",337,5,19,0.236301369,0.342465753,"Guillermo Heredia",18721,628338
2021,"Kurt Suzuki","LAA",247,6,16,0.223744292,0.342465753,"Kurt Suzuki",8259,435559
2021,"Jorge Alfaro","MIA",311,4,30,0.244067796,0.342372881,"Jorge Alfaro",12180,595751
2022,"Maikel Franco","WSN",388,9,39,0.229110512,0.342318059,"Maikel Franco",12179,596748
2021,"Alec Bohm","PHI",417,7,47,0.247368421,0.342105263,"Alec Bohm",21618,664761
2023,"Luis Matos","SFG",253,2,14,0.25,0.342105263,"Luis Matos",26467,682641
2022,"Victor Caratini","MIL",314,9,34,0.198529411,0.341911764,"Victor Caratini",14968,605170
2021,"Carlos Santana","KCR",659,19,69,0.214159292,0.34159292,"Carlos Santana",2396,467793
2022,"Trent Grisham","SDP",524,17,53,0.184035476,0.341463414,"Trent Grisham",18564,663757
2015,"Justin Maxwell","SFG",274,7,26,0.208835341,0.341365461,"Justin Maxwell",6827,452239
2015,"Brandon Barnes","COL",281,2,17,0.250980392,0.34117647,"Brandon Barnes",629,488681
2019,"Steven Duggar","SFG",281,4,28,0.233716475,0.340996168,"Steven Duggar",17719,621453
2016,"René Rivera","NYM",207,6,26,0.221621621,0.34054054,"Rene Rivera",3648,425784
2023,"Isiah Kiner-Falefa","NYY",361,6,37,0.242331288,0.340490797,"Isiah Kiner-Falefa",16512,643396
2018,"Addison Russell","CHC",465,5,38,0.25,0.34047619,"Addison Russell",14106,608365
2021,"Jose Trevino","TEX",302,5,30,0.238596491,0.340350877,"Jose Trevino",16725,624431
2019,"Joey Wendle","TBR",263,3,19,0.231092436,0.340336134,"Joey Wendle",13853,621563
2015,"Adam LaRoche","CHW",484,12,44,0.207459207,0.34032634,"Adam LaRoche",1904,425560
2022,"Luis Guillorme","NYM",335,2,17,0.272727272,0.34006734,"Luis Guillorme",16451,641645
2017,"Omar Narváez","CHW",295,2,14,0.276679841,0.339920948,"Omar Narvaez",13338,553882
2022,"Kyle Isbel","KCR",278,5,28,0.2109375,0.33984375,"Kyle Isbel",21614,664728
2023,"Matt Thaiss","LAA",307,9,31,0.213740458,0.339694656,"Matt Thaiss",19318,642136
2015,"José Ramírez","CLE",355,6,27,0.219047619,0.339682539,"Jose Ramirez",13510,608070
2019,"Austin Barnes","LAD",242,5,25,0.202830188,0.339622641,"Austin Barnes",12158,605131
2019,"Tim Locastro","ARI",250,1,17,0.25,0.339622641,"Tim Locastro",15124,641796
2023,"Jorge Mateo","BAL",350,7,34,0.216981132,0.339622641,"Jorge Mateo",17273,622761
2023,"Zack Short","DET",253,7,33,0.203619909,0.339366515,"Zack Short",19562,670097
2022,"Jose Siri","- - -",325,7,24,0.212624584,0.338870431,"Jose Siri",17452,642350
2023,"Yasmani Grandal","CHW",405,8,33,0.234159779,0.338842975,"Yasmani Grandal",11368,518735
2021,"Nick Ahmed","ARI",473,5,38,0.221198156,0.338709677,"Nick Ahmed",12147,605113
2018,"Brian McCann","HOU",216,7,23,0.211640211,0.338624338,"Brian McCann",4810,435263
2021,"Andrew Stevenson","WSN",213,5,23,0.229166666,0.338541666,"Andrew Stevenson",17932,664057
2018,"Scott Kingery","PHI",484,8,35,0.225663716,0.338495575,"Scott Kingery",17975,664068
2021,"Zack Collins","CHW",231,4,26,0.21025641,0.338461538,"Zack Collins",19181,641470
2015,"Erick Aybar","LAA",638,3,44,0.269681742,0.338358458,"Erick Aybar",4082,430947
2022,"Darin Ruf","- - -",388,11,45,0.203592814,0.338323353,"Darin Ruf",9929,573131
2015,"Andrelton Simmons","ATL",583,4,44,0.26542056,0.338317757,"Andrelton Simmons",10847,592743
2016,"Jurickson Profar","TEX",307,5,20,0.238970588,0.338235294,"Jurickson Profar",10815,595777
2020,"J.P. Crawford","SEA",232,2,24,0.25490196,0.338235294,"J.P. Crawford",15491,641487
2016,"Eduardo Escobar","MIN",377,6,37,0.235795454,0.338068181,"Eduardo Escobar",6153,500871
2022,"Jon Berti","MIA",404,4,28,0.240223463,0.337988826,"Jon Berti",12037,542932
2022,"Enrique Hernández","BOS",402,6,45,0.221606648,0.337950138,"Enrique Hernandez",10472,571771
2018,"Lewis Brinson","MIA",406,11,42,0.198952879,0.337696335,"Lewis Brinson",14352,621446
2023,"Josh Rojas","- - -",350,4,40,0.245222929,0.337579617,"Josh Rojas",19734,668942
2015,"Chris Johnson","- - -",255,3,18,0.255144032,0.337448559,"Chris Johnson",1191,453400
2019,"Jeimer Candelario","DET",386,8,32,0.202985074,0.337313432,"Jeimer Candelario",13621,600869
2017,"Brad Miller","TBR",407,9,40,0.201183431,0.337278106,"Brad Miller",12775,543543
2022,"Nelson Cruz","WSN",507,10,64,0.234375,0.337053571,"Nelson Cruz",2434,443558
2017,"Guillermo Heredia","SEA",426,6,24,0.248704663,0.336787564,"Guillermo Heredia",18721,628338
2023,"Aledmys Díaz","OAK",344,4,24,0.228571428,0.336507936,"Aledmys Diaz",15937,649557
2017,"Andrew Romine","DET",348,4,25,0.232704402,0.336477987,"Andrew Romine",1159,461865
2016,"Aaron Hicks","NYY",361,8,31,0.217125382,0.336391437,"Aaron Hicks",5297,543305
2016,"Curt Casali","TBR",256,8,25,0.185840707,0.336283185,"Curt Casali",12510,592200
2018,"Cameron Maybin","- - -",384,4,28,0.248538011,0.336257309,"Cameron Maybin",5223,457727
2015,"Michael Morse","- - -",256,5,19,0.231441048,0.336244541,"Michael Morse",3035,434604
2016,"José Iglesias","DET",513,4,32,0.254817987,0.336188436,"Jose Iglesias",10231,578428
2023,"Trey Mancini","CHC",263,4,28,0.234042553,0.336170212,"Trey Mancini",15149,641820
2018,"Carlos Gómez","TBR",408,9,32,0.208333333,0.336111111,"Carlos Gomez",4881,460576
2015,"Skip Schumaker","CIN",268,1,21,0.241803278,0.336065573,"Skip Schumaker",3704,435401
2022,"J.P. Crawford","SEA",603,6,42,0.243243243,0.335907335,"J.P. Crawford",15491,641487
2015,"Jean Segura","MIL",584,6,50,0.257142857,0.335714285,"Jean Segura",5933,516416
2018,"Adam Engel","CHW",463,6,29,0.235431235,0.335664335,"Adam Engel",15082,641553
2019,"Joe Panik","- - -",491,5,39,0.244292237,0.335616438,"Joe Panik",11936,605412
2016,"Dee Strange-Gordon","MIA",345,1,14,0.267692307,0.335384615,"Dee Strange-Gordon",8203,543829
2019,"Mallex Smith","SEA",566,6,37,0.22745098,0.335294117,"Mallex Smith",13608,605480
2015,"Jace Peterson","ATL",597,6,52,0.238636363,0.335227272,"Jace Peterson",12325,607054
2018,"Ronny Rodríguez","DET",206,5,20,0.219895287,0.335078534,"Ronny Rodriguez",11875,500135
2017,"Billy Hamilton","CIN",633,4,38,0.24742268,0.335051546,"Billy Hamilton",10199,571740
2020,"Eduardo Escobar","ARI",222,4,20,0.21182266,0.334975369,"Eduardo Escobar",6153,500871
2023,"Santiago Espinal","TOR",254,2,25,0.247826086,0.334782608,"Santiago Espinal",19997,669289
2016,"Chase d'Arnaud","ATL",262,1,21,0.244635193,0.334763948,"Chase d'Arnaud",6652,488818
2015,"Tyler Saladino","CHW",254,4,20,0.224576271,0.334745762,"Tyler Saladino",10807,573135
2018,"Luis Valbuena","LAA",288,9,33,0.19924812,0.334586466,"Luis Valbuena",4969,472528
2015,"Chris Iannetta","LAA",317,10,34,0.1875,0.334558823,"Chris Iannetta",8267,455104
2022,"Carson Kelly","ARI",354,7,35,0.211356466,0.334384858,"Carson Kelly",13620,608348
2016,"Prince Fielder","TEX",370,8,44,0.211656441,0.334355828,"Prince Fielder",4613,425902
2021,"Dylan Moore","SEA",377,12,43,0.180722891,0.334337349,"Dylan Moore",18042,664238
2022,"Tony Kemp","OAK",558,7,46,0.235412474,0.334004024,"Tony Kemp",14894,643393
2015,"Peter Bourjos","STL",225,4,13,0.2,0.333333333,"Peter Bourjos",2578,488721
2017,"Bruce Maxwell","OAK",253,3,22,0.237442922,0.333333333,"Bruce Maxwell",13866,622194
2018,"Aaron Altherr","PHI",285,8,38,0.181069958,0.333333333,"Aaron Altherr",11270,571437
2021,"Stephen Vogt","- - -",238,7,25,0.195238095,0.333333333,"Stephen Vogt",5000,519390
2022,"David Fletcher","LAA",228,2,17,0.254629629,0.333333333,"David Fletcher",17992,664058
2023,"Dylan Carlson","STL",255,5,27,0.219178082,0.333333333,"Dylan Carlson",20126,666185
2023,"Taylor Walls","TBR",349,8,36,0.201320132,0.333333333,"Taylor Walls",22458,670764
2016,"Alexei Ramirez","- - -",506,6,48,0.240585774,0.332635983,"Alexei Ramirez",5133,493351
2018,"Joe Panik","SFG",392,4,24,0.254189944,0.332402234,"Joe Panik",11936,605412
2015,"Ángel Pagán","SFG",551,3,37,0.26171875,0.33203125,"Angel Pagan",2918,434636
2023,"Travis Jankowski","TEX",287,1,30,0.263157894,0.331983805,"Travis Jankowski",13768,608671
2022,"Matt Reynolds","- - -",272,3,23,0.245901639,0.331967213,"Matt Reynolds",13788,608703
2017,"Greg Garcia","STL",290,2,20,0.253112033,0.331950207,"Greg Garcia",10951,594824
2016,"Juan Uribe","CLE",259,7,25,0.205882352,0.331932773,"Juan Uribe",454,346874
2018,"Hunter Pence","SFG",248,4,24,0.225531914,0.331914893,"Hunter Pence",8252,452254
2015,"Gordon Beckham","CHW",237,6,20,0.208530805,0.331753554,"Gordon Beckham",9015,493596
2022,"José Azocar","SDP",216,0,10,0.257425742,0.331683168,"Jose Azocar",18821,640492
2015,"Jason Bourgeois","CIN",212,3,14,0.239795918,0.331632653,"Jason Bourgeois",2225,430652
2016,"Clint Robinson","WSN",224,5,26,0.234693877,0.331632653,"Clint Robinson",6908,519208
2017,"Ichiro Suzuki","MIA",215,3,20,0.25510204,0.331632653,"Ichiro Suzuki",1101,400085
2022,"Brian Serven","COL",205,6,16,0.203208556,0.331550802,"Brian Serven",19422,661531
2023,"Gavin Sheets","CHW",344,10,43,0.202572347,0.33118971,"Gavin Sheets",19901,657757
2016,"Jake Marisnick","HOU",311,5,21,0.209059233,0.331010452,"Jake Marisnick",11339,545350
2019,"Russell Martin","LAD",249,6,20,0.220095693,0.33014354,"Russell Martin",4616,431145
2017,"Cliff Pennington","LAA",217,3,21,0.252577319,0.329896907,"Cliff Pennington",3395,460060
2021,"David Bote","CHC",327,8,35,0.199312714,0.329896907,"David Bote",14593,623520
2022,"Kole Calhoun","TEX",424,12,49,0.195876288,0.329896907,"Kole Calhoun",11200,594777
2015,"David DeJesus","- - -",317,5,30,0.232638888,0.329861111,"David DeJesus",1825,430203
2015,"Gio Urshela","CLE",288,6,21,0.224719101,0.329588014,"Gio Urshela",10681,570482
2016,"Chris Johnson","MIA",264,5,24,0.222222222,0.329218106,"Chris Johnson",1191,453400
2016,"Chris Iannetta","SEA",338,7,24,0.210169491,0.328813559,"Chris Iannetta",8267,455104
2019,"Tony Wolters","COL",411,1,42,0.26183844,0.328690807,"Tony Wolters",11470,547172
2022,"Austin Nola","SDP",397,4,40,0.250720461,0.328530259,"Austin Nola",15941,543592
2023,"Josh H. Smith","TEX",232,6,15,0.184615384,0.328205128,"Josh H. Smith",26396,669701
2018,"Blake Swihart","BOS",207,3,18,0.229166666,0.328125,"Blake Swihart",13176,596119
2022,"Eddie Rosario","ATL",270,5,24,0.212,0.328,"Eddie Rosario",12155,592696
2023,"Endy Rodríguez","PIT",204,3,13,0.220430107,0.327956989,"Endy Rodriguez",25332,682848
2016,"Derek Norris","SDP",458,14,42,0.185542168,0.327710843,"Derek Norris",6867,519083
2015,"Ryan Hanigan","BOS",201,2,16,0.247126436,0.327586206,"Ryan Hanigan",4952,452672
2017,"Darwin Barney","TOR",362,6,25,0.232142857,0.327380952,"Darwin Barney",2430,446381
2018,"Billy Hamilton","CIN",556,4,29,0.236111111,0.327380952,"Billy Hamilton",10199,571740
2021,"Sergio Alcántara","CHC",255,5,17,0.204545454,0.327272727,"Sergio Alcantara",16417,642727
2022,"Isiah Kiner-Falefa","NYY",531,4,48,0.260869565,0.327122153,"Isiah Kiner-Falefa",16512,643396
2015,"Hernán Pérez","- - -",272,1,21,0.243346007,0.326996197,"Hernan Perez",5751,541650
2017,"Logan Forsythe","LAD",439,6,36,0.224376731,0.326869806,"Logan Forsythe",7185,523253
2021,"Adam Eaton","- - -",288,6,30,0.200787401,0.326771653,"Adam Eaton",11205,594809
2016,"Yan Gomes","CLE",264,9,34,0.167330677,0.326693227,"Yan Gomes",9627,543228
2015,"Yolmer Sánchez","CHW",420,5,31,0.223650385,0.326478149,"Yolmer Sanchez",11602,570560
2015,"Tucker Barnhart","CIN",274,3,18,0.252066115,0.32644628,"Tucker Barnhart",10200,571466
2016,"Danny Santana","MIN",248,2,14,0.240343347,0.326180257,"Danny Santana",10322,542454
2023,"Jake McCarthy","ARI",312,2,16,0.242753623,0.326086956,"Jake McCarthy",21622,664983
2020,"Avisaíl García","MIL",207,2,15,0.23756906,0.32596685,"Avisail Garcia",5760,541645
2020,"Kolten Wong","STL",208,1,16,0.26519337,0.32596685,"Kolten Wong",12532,543939
2022,"Luke Maile","CLE",206,3,17,0.220994475,0.32596685,"Luke Maile",13355,571912
2017,"Gorkys Hernández","SFG",348,0,22,0.254838709,0.325806451,"Gorkys Hernandez",4146,491676
2019,"Chris Davis","BAL",352,12,36,0.179153094,0.325732899,"Chris Davis",9272,448801
2017,"Daniel Robertson","TBR",254,5,19,0.206422018,0.325688073,"Daniel Robertson",14145,621002
2018,"Austin Jackson","- - -",375,3,32,0.244956772,0.325648414,"Austin Jackson",9848,457706
2017,"Taylor Motter","SEA",280,7,26,0.197674418,0.325581395,"Taylor Motter",12399,600301
2019,"Juan Lagares","NYM",285,5,27,0.213178294,0.325581395,"Juan Lagares",5384,501571
2019,"Luis Urías","SDP",249,4,24,0.223255813,0.325581395,"Luis Urias",16622,649966
2023,"Javier Báez","DET",547,9,59,0.221568627,0.325490196,"Javier Baez",12979,595879
2018,"Jonathan Lucroy","OAK",454,4,51,0.240963855,0.325301204,"Jonathan Lucroy",7870,518960
2018,"Russell Martin","TOR",352,10,25,0.193771626,0.325259515,"Russell Martin",4616,431145
2016,"Miguel Rojas","MIA",214,1,14,0.24742268,0.324742268,"Miguel Rojas",7802,500743
2016,"Carlos Pérez","LAA",291,5,31,0.208955223,0.324626865,"Carlos Perez",10642,542208
2023,"Matt Duffy","KCR",209,2,16,0.2513089,0.324607329,"Matt Duffy",13836,622110
2023,"Pavin Smith","ARI",228,7,30,0.188481675,0.324607329,"Pavin Smith",19892,656976
2019,"Nicky Lopez","KCR",402,2,30,0.24010554,0.324538258,"Nicky Lopez",19339,670032
2016,"Jason Heyward","CHC",592,7,49,0.230188679,0.324528301,"Jason Heyward",4940,518792
2017,"José Peraza","CIN",518,5,37,0.258726899,0.324435318,"Jose Peraza",13593,606299
2015,"Brayan Peña","CIN",367,0,18,0.273273273,0.324324324,"Brayan Pena",3231,430910
2015,"Daniel Descalso","COL",209,5,22,0.205405405,0.324324324,"Daniel Descalso",8392,518614
2021,"David Fletcher","LAA",665,2,47,0.26198083,0.32428115,"David Fletcher",17992,664058
2023,"Casey Schmitt","SFG",277,5,30,0.205533596,0.324110671,"Casey Schmitt",27577,669477
2016,"Enrique Hernández","LAD",244,7,18,0.189814814,0.324074074,"Enrique Hernandez",10472,571771
2022,"Abraham Toro","SEA",352,10,35,0.185185185,0.324074074,"Abraham Toro",19844,647351
2022,"Tomás Nido","NYM",313,3,28,0.239436619,0.323943661,"Tomas Nido",13755,621512
2022,"CJ Abrams","- - -",302,2,21,0.246478873,0.323943661,"CJ Abrams",25768,682928
2018,"Jace Peterson","- - -",246,3,28,0.2,0.323809523,"Jace Peterson",12325,607054
2023,"Starling Marte","NYM",341,5,28,0.247619047,0.323809523,"Starling Marte",9241,516782
2017,"Dansby Swanson","ATL",551,6,51,0.231557377,0.323770491,"Dansby Swanson",18314,621020
2023,"Brett Baty","NYM",389,9,34,0.212464589,0.322946175,"Brett Baty",26123,683146
2017,"J.J. Hardy","BAL",268,4,24,0.216535433,0.322834645,"J.J. Hardy",3797,429666
2022,"Miguel Rojas","MIA",507,6,36,0.235668789,0.322717622,"Miguel Rojas",7802,500743
2016,"Travis d'Arnaud","NYM",276,4,15,0.247011952,0.322709163,"Travis d'Arnaud",7739,518595
2021,"Victor Caratini","SDP",356,7,39,0.22683706,0.322683706,"Victor Caratini",14968,605170
2016,"Ketel Marte","SEA",466,1,33,0.258581235,0.322654462,"Ketel Marte",13613,606466
2017,"Jeff Mathis","ARI",203,2,11,0.215053763,0.322580645,"Jeff Mathis",3448,425772
2016,"Jed Lowrie","OAK",369,2,27,0.263313609,0.322485207,"Jed Lowrie",4418,476704
2016,"Dioner Navarro","- - -",334,6,35,0.207236842,0.322368421,"Dioner Navarro",3179,425900
2015,"Chris Owings","ARI",552,4,43,0.227184466,0.322330097,"Chris Owings",10030,572008
2022,"Jonathan Schoop","DET",510,11,38,0.201663201,0.322245322,"Jonathan Schoop",11265,570731
2016,"Francisco Cervelli","PIT",393,1,33,0.26380368,0.322085889,"Francisco Cervelli",5275,465041
2023,"Miguel Rojas","LAD",423,5,31,0.236363636,0.322077922,"Miguel Rojas",7802,500743
2021,"David Dahl","TEX",220,4,18,0.209756097,0.321951219,"David Dahl",13744,621311
2019,"Isiah Kiner-Falefa","TEX",222,1,21,0.237623762,0.321782178,"Isiah Kiner-Falefa",16512,643396
2023,"Rodolfo Castro","- - -",256,6,24,0.211453744,0.321585903,"Rodolfo Castro",21987,666801
2019,"Richie Martin","BAL",309,6,23,0.208480565,0.32155477,"Richie Martin",17736,621006
2018,"Caleb Joseph","BAL",280,3,17,0.218867924,0.320754716,"Caleb Joseph",7087,543376
2022,"Marwin Gonzalez","NYY",207,6,18,0.184782608,0.320652173,"Marwin Gonzalez",5497,503556
2019,"Yolmer Sánchez","CHW",555,2,43,0.252016129,0.320564516,"Yolmer Sanchez",11602,570560
2016,"Alejandro De Aza","NYM",267,6,25,0.205128205,0.32051282,"Alejandro De Aza",3371,457477
2016,"Erick Aybar","- - -",459,3,34,0.243373493,0.320481927,"Erick Aybar",4082,430947
2023,"José Caballero","SEA",280,4,26,0.22077922,0.32034632,"Jose Caballero",23401,676609
2015,"Alcides Escobar","KCR",662,3,47,0.256535947,0.320261437,"Alcides Escobar",6310,444876
2018,"José Reyes","NYM",251,4,16,0.188596491,0.320175438,"Jose Reyes",1736,408314
2021,"Jurickson Profar","SDP",412,4,33,0.226628895,0.320113314,"Jurickson Profar",10815,595777
2019,"Jarrod Dyson","ARI",452,7,27,0.23,0.32,"Jarrod Dyson",4866,502481
2021,"Elvis Andrus","OAK",541,3,37,0.243460764,0.319919517,"Elvis Andrus",8709,462101
2022,"Brad Miller","TEX",241,7,32,0.211711711,0.319819819,"Brad Miller",12775,543543
2015,"Jordy Mercer","PIT",430,3,34,0.243654822,0.319796954,"Jordy Mercer",6547,474568
2015,"Nick Swisher","- - -",260,6,25,0.196347031,0.319634703,"Nick Swisher",4599,430897
2022,"Spencer Torkelson","DET",404,8,28,0.202777777,0.319444444,"Spencer Torkelson",27465,679529
2023,"Matt Carpenter","SDP",237,5,31,0.175531914,0.319148936,"Matt Carpenter",8090,572761
2016,"Shawn O'Malley","SEA",232,2,17,0.228571428,0.319047619,"Shawn O'Malley",9629,502523
2015,"Omar Infante","KCR",455,2,44,0.220454545,0.318181818,"Omar Infante",1609,408299
2023,"Christian Vázquez","MIN",355,6,32,0.22324159,0.318042813,"Christian Vazquez",9774,543877
2017,"Trevor Plouffe","- - -",313,9,19,0.197879858,0.318021201,"Trevor Plouffe",7462,461858
2016,"Chris Coghlan","- - -",300,6,30,0.187739463,0.318007662,"Chris Coghlan",6878,458085
2016,"Brett Wallace","SDP",256,6,20,0.188940092,0.31797235,"Brett Wallace",8434,477165
2021,"Carter Kieboom","WSN",249,6,20,0.207373271,0.31797235,"Carter Kieboom",19958,666198
2022,"César Hernández","WSN",617,1,34,0.248214285,0.317857142,"Cesar Hernandez",10556,514917
2018,"Grégor Blanco","SFG",203,2,12,0.216931216,0.317460317,"Gregor Blanco",3123,453923
